Está satisfeito com a ferramenta DreamShaper?(Classifique de 1 a 4, sendo 1: Nada satisfeito e 4: Muito Satisfeito);Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
4;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;;;;Das 2 vezes que fiz perguntas não obtive resposta;Imenso
4;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;;;;;Vídeos;;;;;;;Pouco
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;;;Gestão de projectos;;Pouco
3;Aspecto Visual;;Perguntas;;Vídeos;;;;;;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;;;;Indicações de Interface;;;;acho que é um bocado difícil as palavras para quem não entende de empreendedorismo;Alguma coisa
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;;;;;;;;;;;;;;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;Vídeos;;Indicações de Interface;;;;;;;;Exemplos;;;;;;;;Bastante
4;;;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Alguma coisa
3;Aspecto Visual;;Perguntas;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Imenso
4;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;;Perguntas;;Vídeos;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;;;;Modelo de negócios;;Mural de equipa;;Gestão de projectos;;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;Excelente plataforma, muito facil de seguir.;;;;;;;;;;;Nada a referir;Bastante
4;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Imenso
3;Aspecto Visual;;;;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
4;;Navegação na ferramenta;;;;;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;;;Perguntas;;;;;;;;O tempo de resposta dos nossos questionamentos é longo e as vezes não efetivo. Acredito que esse canal de comunicação deveria ser mais rápido e efetivo.;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Navegação na ferramenta;;;;;;;;;;Bastante
3;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;Perguntas;;Vídeos;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;Exemplos;;;;;;;;Imenso
3;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;;;;A inexistente gravação automática dos dados inseridos.;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;Navegação na ferramenta;;;Vídeos;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;Gestão de equipa;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Perguntas;;;;;;;;;Alguma coisa
2;Aspecto Visual;;;;;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Pouco
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;;;;;Mural de equipa;;;;Alguma coisa
3;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;dificuldade no contacto com a equipa de apoio;Imenso
4;Aspecto Visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;Vídeos;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;;;;Falta de caracteres para desenvolver mais as respostas;Bastante
4;Aspecto Visual;;;;Vídeos;Modelo de negócios;;;;;;;;Perguntas;Exemplos;;;;;;;Mais nada a apontar;Bastante
3;Aspecto Visual;;;;;Modelo de negócios;;Mural de equipa;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
4;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Aspeto Visual;;;Exemplos;;;;Mural de equipa;;;;Bastante
4;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;;;;;;Gestão de equipa;;;Alguma coisa
;;;;;;;;;;;;;;;;;;;;;;;
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;;;;;Perguntas;;;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Bastante
;;;;;;;;;;;;;;;;;;;;;;;
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;Perguntas;;Vídeos;;Indicações de Interface;;;;;Alguma coisa
3;Aspecto Visual;;;;Vídeos;;;;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;Obriga-nos a sermos sucintos;;;;;;;;;;;Terminologia usada;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;Exemplos;;Modelo de negócios;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;Simplicidade e objetividade;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;Aspecto Visual;;;;;Modelo de negócios;;;;;;;;Perguntas;;;;;;;;;Bastante
3;;;;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;;;;;Pouco
4;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;;;Indicações de Interface;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;;;;;;;;;;;;;Não tenho nada a apontar. É bastante intuitiva.;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;limites para as respostas;Bastante
4;Aspecto Visual;;;;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;Necessidade de browser específico;Bastante
3;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;;Perguntas;;;;;;;;;Bastante
3;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;;;;;;Bastante
3;Aspecto Visual;;;;;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;Exemplos;;;;;;;;Alguma coisa
4;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Aspeto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;;;;;;;pouco espaço para respostas.;Alguma coisa
3;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;;Não assumir a alteração da minha nova password.;Bastante
4;Aspecto Visual;;Perguntas;;;;;;;;;;;;Exemplos;;;;;;;;Bastante
4;;;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;Imenso
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;;;;Alguma coisa
3;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;Perguntas;;;;;;;;As vezes a passagem de uma pergunta para outra assume assuntos que ainda não foram abordados;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Alguma coisa
3;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;Vídeos;;;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;;;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;;;;;;;;Na verdade gostei tudo, é interessante.;Bastante
4;;;Perguntas;;;;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;Gestão de projectos;;;;;;;;;;;;"faltas mais referências a ""serviço(s)"" e enfoca demais no ""produto"";  Outra questão: quanto à comparação com concorrentes, quem tem algo inovador e incomparável não tem concorrencia...";Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Aspeto Visual;;;;;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;Exemplos;;;;;;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;;;;;;;Aspeto Visual;;;;Vídeos;;;;Gestão de equipa;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
3;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;falta de acesso previo as perguntas;Bastante
3;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;Vídeos;;Indicações de Interface;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;Mural de equipa;Gestão de equipa;;;Imenso
3;Aspecto Visual;;;;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;Exemplos;;;;;;;A opção de logar no sistema poderia ser mais evidente;Bastante
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;;;;As falhas regulares que ocorrem e pouca ajuda no glossário;Alguma coisa
3;;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;;;;;;;Vídeos;;;;;;;Bastante
4;Aspecto Visual;;;;Vídeos;;;;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Aspeto Visual;;Perguntas;;;;;Mural de equipa;;;;Bastante
3;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Aspeto Visual;;Perguntas;Exemplos;;;;;;;;Alguma coisa
2;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;Nada
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;;;Modelo de negócios;;;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;Aspeto Visual;;Perguntas;;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Bastante
3;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;Perguntas;;Vídeos;;Indicações de Interface;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;Nenhum, acho todos interessantes, à sua maneira.;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;;;;Nada em especial;Imenso
4;;Navegação na ferramenta;;;;;Indicações de Interface;;;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;;;;;não tem;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;Perguntas;;;;;Mural de equipa;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;;Falta mais exemplos nas várias fases do projecto;Bastante
4;;;Perguntas;;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;Exemplos;;;;;;;;Bastante
3;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Gestão de equipa;;;Bastante
4;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Aspeto Visual;;;;;;;;;;;Bastante
3;;;;Exemplos;Vídeos;;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;Gestão de projectos;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;;Vídeos;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Exemplos;;;;;;;Muito orientado para ideias de negócio relacionadas com produtos e menos com serviços;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;Imenso
4;;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;;;poucos caracteres para escrever;Bastante
4;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;Navegação na ferramenta;Perguntas;;;;;;Gestão de equipa;;;Alguma coisa
3;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;O passo a passo;;Navegação na ferramenta;;Exemplos;;;;;;;Videos podiam dar mais exemplos ou haverem mais exemplo disponíveis de outra forma;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;Bastante
3;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;Bastante
4;;;;;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;Exemplos;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;;;;Exemplos;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;;;;;Mural de equipa;;;;Imenso
4;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;Exemplos;;;;;;;Poucos exemplos;Imenso
4;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;Estabelecimento de deadline - implica disciplina/cumprimento;;;;;;;;Mural de equipa;;;;Imenso
4;;;;;;;;;;;Todos!;;;;;;;;;;;gosto de todos!;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;Perguntas;;Vídeos;;;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Imenso
4;;Navegação na ferramenta;;;;;;;;;;;;Perguntas;;;;;;;;;Bastante
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;Modelo de negócios;;;;;;Bastante
3;;;;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;;;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Imenso
4;Aspecto Visual;;Perguntas;;;;Indicações de Interface;;;Gestão de projectos;;;;;;;Modelo de negócios;;Mural de equipa;Gestão de equipa;;;Imenso
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;Gestão de equipa;;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Imenso
3;;;;;;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;Bastante
4;;;Perguntas;Exemplos;Vídeos;;;;;;;Aspeto Visual;;;;;;;;;;;Bastante
4;Aspecto Visual;;;;;Modelo de negócios;;;Gestão de equipa;;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;;;;;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Imenso
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;;;;Modelo de negócios;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;Está simples, percetível e muito bem delineado de modo às pessoas irem respondendo às perguntas subsequentemente (podendo sempre voltar atrás no Overview).;;;;Exemplos;Vídeos;;;;;;Podia ter mais exemplos e ter explicações alternativas em vídeo.;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;Esta pergunta;Alguma coisa
3;Aspecto Visual;;;;;;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;;;Exemplos;;;Indicações de Interface;;;;;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;;;;Pouco espaço para desenvolver algumas respostas.;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;Exemplos;;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;Exemplos;;;;;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
3;Aspecto Visual;;;;Vídeos;;;;;;;;;Perguntas;Exemplos;;;Indicações de Interface;;;;;Alguma coisa
4;;;;;;Modelo de negócios;;;;;;;;Perguntas;;;;;Mural de equipa;;;A formulação de algumas questões devia ser mais explicita.;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;;;;;Indicações de Interface;;;;So funcionar com o Chrome;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;;Bastante
3;;Navegação na ferramenta;;;Vídeos;;;;;;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Demora do suporte e ajuda em responder a problemas e sentido de justiça. Afinal, no nosso caso, começamos bastante adiantados e derivado a erros técnicos ficamos bastante atrasados quando era nossa estratégia acabar cada etapa antes do tempo previsto para ter tempo de repensar e reeditar e espreitar as perguntas das etapas seguintes, tendo tempo de elaborar uma estratégia de resposta. Derivado a um erro técnico e a demora de longas semanas em responder, ficamos atrasados e, sem puder mesmo pensar. Afinal, sem acesso ao site, não conseguimos ver as perguntas e pensar nas respostas.;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;Vídeos;;;;;Gestão de projectos;;Alguma coisa
3;Aspecto Visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;;;esclarecimento de dúvidas;Bastante
3;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;Bastante
4;Aspecto Visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;;;;;Gestão de equipa;;Senti falta de mais formas de ajuda no preenchimento dos campos.;Imenso
4;;Navegação na ferramenta;Perguntas;;;;;;;;;;;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;Alguma coisa
4;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Imenso
3;Aspecto Visual;;Perguntas;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;;Não encontro mais pontos negativos;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;;Modelo de negócios;;;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
3;Aspecto Visual;;;;;Modelo de negócios;;;Gestão de equipa;;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;;Exemplos;;;;;Gestão de equipa;;;;;Perguntas;;;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;;;Não há nada que não goste!;Bastante
4;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
3;;Navegação na ferramenta;;;;Modelo de negócios;;Mural de equipa;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Pouco
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;Aspeto Visual;;;;Vídeos;;Indicações de Interface;;;;;Pouco
3;;;;Exemplos;;;;;;Gestão de projectos;Navegação prática;;;Perguntas;;;;;;;;Existem perguntas de âmbito futuro, para as quais não tenho uma resposta ainda concreta;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;Vídeos;;;;;;;Imenso
